food,calories,protein,fat,carbs,fiber,sugar
donat,458,4.6,23.1,48.8,1.4,26.2
kangkung,20,2.8,0.3,3.2,2.2,0.5
sosis,319,12.3,26.6,1.9,0.0,1.4
brokoli,57,3.8,0.6,11.8,4.2,1.7
minyak_goreng,824,0.0,105.9,0.0,0.0,0.0
jeruk,50,0.9,0.1,11.4,2.4,8.5
ubi_jalar,84,1.7,0.1,21.5,2.7,4.3
jeruk,47,0.9,0.1,11.3,2.6,8.5
ikan_salmon,186,23.5,12.5,0.0,0.0,0.0
udang,100,25.4,0.3,0.2,0.0,0.0
ayam_panggang,177,33.0,3.3,0.0,0.0,0.0
mie_instan,351,9.3,12.6,56.3,2.5,2.9
kangkung,19,2.7,0.3,3.0,2.0,0.5
kacang_hijau,356,25.7,1.2,62.6,16.3,7.2
bayam,24,3.2,0.4,3.8,2.1,0.4
kroket,183,6.9,11.5,19.4,1.8,1.4
tomat,18,0.9,0.2,4.0,1.2,2.7
ayam_goreng,252,29.5,16.0,0.0,0.0,0.0
batagor,194,9.7,8.3,16.5,1.3,2.1
edamame,129,11.3,5.4,10.3,4.8,1.8
nasi_goreng,339,8.7,10.9,48.9,2.0,3.0
martabak_manis,416,8.2,16.5,47.6,1.4,25.3
pepaya,47,0.5,0.3,11.0,1.8,8.2
jagung,94,3.7,1.5,21.7,2.3,5.4
nasi_putih,125,2.6,0.3,26.7,0.4,0.1
sawi,14,1.5,0.2,2.3,1.0,1.1
burger,289,17.1,13.2,23.5,1.6,4.0
madu,314,0.3,0.0,84.7,0.2,79.7
lemper,176,5.0,6.9,29.3,1.3,1.1
udang,94,25.3,0.3,0.2,0.0,0.0
gado-gado,175,8.7,13.0,15.3,4.0,6.0
anggur,72,0.7,0.2,18.4,1.0,14.6
kacang_merah,332,22.4,1.0,65.0,15.8,2.0
kepiting,90,18.7,1.3,0.0,0.0,0.0
mentega,700,1.0,81.1,0.1,0.0,0.1
jagung,92,3.6,1.6,21.5,2.4,5.3
ikan_bakar,185,27.9,6.4,0.0,0.0,0.0
siomay,161,9.7,7.6,14.5,1.6,2.2
sate_ayam,208,27.0,7.3,2.9,0.3,1.9
gula_pasir,363,0.0,0.0,107.1,0.0,97.4
capcay,82,3.9,2.8,11.7,2.9,5.3
siomay,147,8.5,7.5,15.1,1.5,2.2
edamame,126,12.0,5.0,10.7,5.2,2.1
bakso,220,17.4,12.0,8.7,0.5,2.1
risoles,219,7.8,13.3,22.5,1.6,2.1
kopi,2,0.3,0.0,0.0,0.0,0.0
susu_kedelai,56,3.5,1.8,6.5,0.6,4.0
kacang_merah,324,21.8,1.1,54.6,13.8,2.1
ikan_bakar,163,24.1,7.6,0.0,0.0,0.0
lumpia,186,6.5,7.8,21.4,2.1,3.1
coklat,588,5.2,29.4,56.5,7.3,48.2
tomat,19,0.9,0.2,3.9,1.1,2.5
tomat,16,0.9,0.2,4.1,1.1,2.6
sayur_lodeh,124,4.1,7.8,11.8,2.6,2.8
susu,108,8.3,2.4,12.6,0.0,11.0
melon,34,0.9,0.2,8.1,0.9,8.7
ikan_tuna,145,23.7,4.6,0.0,0.0,0.0
risoles,213,7.2,13.5,23.7,1.4,2.0
nasi_putih,127,2.8,0.3,26.7,0.4,0.1
popcorn,403,14.2,5.0,74.7,15.0,1.0
coklat,571,5.0,31.0,63.9,7.6,47.7
ayam_goreng,230,28.6,15.6,0.0,0.0,0.0
timun,16,0.7,0.1,3.7,0.5,1.7
mangga,63,0.8,0.4,14.9,1.8,13.9
ikan_salmon,219,20.1,12.2,0.0,0.0,0.0
daging_sapi,252,26.3,14.5,0.0,0.0,0.0
burger,271,17.3,13.4,23.1,1.4,4.0
bayam,22,2.9,0.4,3.9,2.3,0.4
gado-gado,172,8.6,13.1,14.7,3.7,6.2
air_kelapa,17,0.7,0.2,3.8,1.2,2.7
cumi-cumi,99,14.8,1.3,3.0,0.0,0.0
selai,257,0.4,0.1,73.9,1.0,45.7
kacang_hijau,379,23.5,1.3,58.2,16.2,7.7
burger,312,18.1,12.9,25.8,1.4,4.3
air_kelapa,19,0.7,0.2,3.4,1.1,2.9
susu_kedelai,53,3.0,2.0,6.0,0.6,3.9
ikan_tuna,142,21.0,5.1,0.0,0.0,0.0
wortel,40,0.9,0.2,10.9,2.8,5.3
ubi_jalar,94,1.5,0.1,21.0,2.9,3.7
donat,451,4.7,26.4,55.5,1.3,24.9
roti_tawar,266,8.6,3.0,50.9,2.9,5.1
ayam_goreng,267,28.3,14.6,0.0,0.0,0.0
soto_ayam,181,15.2,5.5,12.4,1.1,1.9
mentega,710,0.8,85.6,0.1,0.0,0.1
ikan_bakar,161,26.0,6.5,0.0,0.0,0.0
kroket,198,6.9,11.1,18.5,1.8,1.5
pisang,89,1.1,0.3,22.4,2.6,11.9
tahu_goreng,139,11.5,9.3,4.7,2.4,0.8
selai,305,0.4,0.1,67.6,1.0,44.4
siomay,162,8.3,7.1,14.6,1.4,2.0
roti_gandum,238,13.5,3.2,42.7,7.4,3.8
bayam,23,2.9,0.4,3.4,2.3,0.4
roti_gandum,244,13.5,3.4,40.4,6.3,4.3
rendang,479,23.7,37.2,4.7,1.1,2.1
susu_kedelai,54,3.6,1.7,5.8,0.6,3.9
strawberry,33,0.6,0.3,7.4,1.9,4.6
nasi_goreng,337,7.5,11.9,48.1,2.1,3.3
apel,49,0.3,0.2,15.1,2.3,10.3
tempe_goreng,185,18.0,11.2,8.3,4.7,1.6
madu,292,0.3,0.0,85.1,0.2,74.8
selai,296,0.4,0.1,71.5,1.0,49.3
sayur_asem,64,2.5,1.4,11.9,2.9,4.1
nasi_goreng,328,7.2,11.7,50.3,1.8,3.0
klepon,152,2.1,4.1,30.2,1.6,14.3
air_kelapa,19,0.6,0.2,3.5,1.1,2.8
lemper,198,4.7,7.6,28.5,1.3,1.1
roti_tawar,256,8.5,2.9,48.1,2.9,5.3
nugget,286,12.2,19.3,20.4,1.3,1.6
alpukat,176,2.0,13.7,9.6,6.6,0.7
sandwich,283,14.3,11.1,38.0,2.8,4.8
puding,122,2.7,2.3,25.6,0.5,24.1
gula_pasir,391,0.0,0.0,106.7,0.0,106.2
teh,1,0.0,0.0,0.3,0.0,0.0
susu,101,8.5,2.4,12.2,0.0,12.2
kacang_hijau,351,23.0,1.3,58.5,16.2,7.5
tomat,20,0.8,0.2,3.6,1.3,2.6
sate_ayam,214,28.4,7.2,3.2,0.3,2.0
kangkung,20,2.4,0.3,3.0,1.9,0.5
udang,102,24.0,0.3,0.2,0.0,0.0
martabak_manis,410,8.3,17.1,51.7,1.4,30.6
pepaya,44,0.5,0.3,11.0,1.7,8.5
tumis_kangkung,61,3.0,2.3,5.7,2.4,1.1
tomat,17,0.9,0.2,3.8,1.2,2.7
ayam_panggang,169,31.6,3.5,0.0,0.0,0.0
opor_ayam,294,23.8,23.5,5.9,1.0,1.8
mangga,60,0.7,0.4,13.6,1.7,12.8
daging_kambing,233,29.1,13.5,0.0,0.0,0.0
perkedel,176,5.2,9.5,16.9,2.1,1.0
siomay,158,8.5,7.5,15.5,1.6,1.9
kacang_merah,350,23.2,0.9,57.4,13.8,1.8
apel,53,0.3,0.2,13.0,2.6,9.4
teh,1,0.0,0.0,0.3,0.0,0.0
pepaya,43,0.5,0.3,11.7,1.6,8.4
ikan_tuna,154,21.0,4.8,0.0,0.0,0.0
alpukat,172,1.9,14.9,8.8,6.8,0.7
bayam,24,2.7,0.4,3.7,2.0,0.4
soto_ayam,160,15.9,6.5,11.8,1.2,2.1
tomat,18,0.8,0.2,3.8,1.2,2.8
strawberry,33,0.7,0.3,8.0,2.1,5.3
daging_sapi,264,27.7,13.7,0.0,0.0,0.0
kue_lapis,251,4.9,7.3,43.6,1.0,27.1
pizza,263,11.1,10.2,32.6,2.5,3.4
kacang_merah,329,21.5,1.0,65.9,15.9,2.1
sambal_goreng,155,5.6,10.7,9.8,1.9,2.9
ikan_salmon,191,19.9,13.0,0.0,0.0,0.0
telur_rebus,147,12.7,11.2,1.1,0.0,0.6
risoles,221,8.0,12.9,21.3,1.5,1.8
lumpia,183,6.5,7.7,22.2,1.9,3.2
alpukat,167,2.2,13.8,8.6,6.7,0.7
kopi,2,0.3,0.0,0.0,0.0,0.0
ikan_bakar,189,28.5,6.9,0.0,0.0,0.0
kacang_merah,360,24.9,1.0,59.4,14.0,2.2
keju,371,26.1,34.2,1.2,0.0,0.5
sayur_lodeh,125,3.7,7.5,10.1,2.3,3.2
nasi_merah,118,2.2,0.9,25.0,1.6,0.3
ikan_tuna,131,22.4,5.1,0.0,0.0,0.0
apel,54,0.3,0.2,15.1,2.3,10.3
tomat,17,0.9,0.2,3.6,1.2,2.5
mie_ayam,273,11.1,7.5,44.5,2.1,3.2
kentang,81,1.8,0.1,17.4,2.1,0.9
lemper,189,5.3,7.6,26.7,1.2,1.0
pizza,275,10.1,11.0,33.1,2.5,3.4
kue_lapis,243,5.3,8.0,44.7,1.0,26.1
jagung,101,3.4,1.5,20.2,2.5,4.6
kue_lapis,294,5.2,8.6,47.7,1.0,27.1
martabak_manis,360,8.5,17.1,50.3,1.6,27.6
ubi_jalar,82,1.5,0.1,18.4,2.9,3.7
melon,36,0.8,0.2,8.4,0.8,7.6
tomat,20,0.9,0.2,4.1,1.3,2.6
pecel_lele,267,17.8,19.6,12.2,2.2,1.5
daging_kambing,236,26.4,13.3,0.0,0.0,0.0
pempek,238,10.2,8.7,30.5,0.9,3.0
nugget,287,12.5,18.1,21.0,1.2,1.6
siomay,158,9.8,7.4,15.5,1.4,1.8
kacang_tanah,553,26.3,47.5,17.5,9.1,3.9
kangkung,20,2.3,0.3,3.0,2.0,0.5
edamame,128,11.9,4.9,10.7,4.8,2.0
wortel,41,1.0,0.2,10.4,2.7,5.2
timun,15,0.7,0.1,3.5,0.5,1.9
melon,32,0.8,0.2,8.6,1.0,7.8
ubi_jalar,80,1.7,0.1,19.0,3.0,4.1
jeruk,45,0.9,0.1,12.1,2.4,9.2
roti_tawar,270,8.9,3.0,49.3,2.5,4.7
minyak_goreng,835,0.0,106.3,0.0,0.0,0.0
pisang,91,1.1,0.3,21.2,2.4,12.6
roti_tawar,284,8.2,3.0,46.9,2.8,5.3
roti_gandum,251,12.2,3.4,39.0,6.6,4.2
sayur_asem,59,2.4,1.4,12.1,2.7,3.8
perkedel,159,5.5,9.5,17.7,2.2,1.1
nasi_goreng,350,8.6,11.0,51.0,2.0,3.0
keju,439,23.3,36.1,1.3,0.0,0.5
kroket,207,7.7,10.1,19.7,1.9,1.5
roti_gandum,229,13.5,3.7,39.5,7.6,4.4
susu,96,8.0,2.4,11.0,0.0,11.5
sawi,12,1.6,0.2,2.2,1.0,1.1
strawberry,34,0.7,0.3,8.7,2.0,5.0
pastel,273,7.1,14.9,25.6,2.2,1.9
klepon,162,2.0,4.1,27.5,1.5,15.8
brokoli,53,4.0,0.6,10.0,4.0,1.8
donat,422,5.4,24.4,51.3,1.3,29.6
daging_sapi,243,27.3,14.3,0.0,0.0,0.0
hotdog,282,10.9,17.6,22.9,1.0,3.6
onde-onde,235,4.2,9.5,38.7,2.2,16.6
jus_jeruk,49,0.7,0.2,9.8,0.2,7.8
jus_jeruk,47,0.6,0.2,9.9,0.2,7.9
susu_kedelai,49,3.3,2.0,6.4,0.5,3.7
melon,31,0.8,0.2,8.4,0.9,7.3
capcay,94,4.2,3.1,13.2,2.9,4.7
martabak_manis,374,8.2,16.6,49.6,1.5,26.5
pizza,259,11.8,9.7,35.8,2.4,3.3
capcay,86,4.4,3.2,11.6,2.8,5.2
nugget,271,12.9,16.7,18.6,1.2,1.4
semangka,28,0.5,0.2,7.8,0.4,6.6
kacang_merah,310,23.4,1.1,63.1,16.0,2.1
bayam,24,2.9,0.4,3.7,2.2,0.4
onde-onde,225,3.8,9.9,34.7,2.2,17.2
minuman_bersoda,37,0.0,0.0,12.1,0.0,11.8
wortel,43,0.9,0.2,9.0,2.5,4.5
roti_tawar,272,8.8,3.4,48.4,2.9,4.7
anggur,73,0.6,0.2,19.2,1.0,15.3
selai,267,0.4,0.1,66.9,0.9,53.3
nugget,285,13.8,17.8,18.7,1.1,1.6
burger,288,15.9,14.8,25.3,1.6,3.9
bakso,215,19.3,10.1,8.6,0.5,2.2
melon,31,0.8,0.2,7.2,0.9,7.6
gado-gado,189,7.2,12.3,14.5,3.9,5.7
kroket,214,6.9,11.2,20.0,1.9,1.4
batagor,207,10.4,9.6,16.8,1.2,1.9
pisang,92,1.1,0.3,24.9,2.7,11.9
alpukat,153,2.0,15.7,9.1,6.3,0.7
kentang_goreng,331,3.2,16.2,39.4,4.1,0.3
roti_tawar,249,9.2,3.0,52.2,2.7,4.7
kue_lapis,259,4.8,7.6,42.9,1.0,23.3
hotdog,268,9.2,16.9,22.8,1.0,4.1
sosis,275,12.0,25.0,2.1,0.0,1.5
jus_jeruk,45,0.7,0.2,9.0,0.2,8.2
pempek,204,10.6,7.9,30.0,1.0,2.9
bayam,24,3.1,0.4,3.4,2.2,0.4
capcay,80,3.7,2.9,12.4,3.1,5.0
alpukat,147,1.9,13.9,8.2,6.3,0.8
sambal_goreng,142,6.2,10.1,9.4,2.0,2.8
nasi_putih,138,2.8,0.3,30.6,0.4,0.1
mie_instan,338,11.0,14.8,48.0,2.6,3.0
selai,260,0.4,0.1,66.0,1.0,49.6
pizza,285,11.7,9.2,35.1,2.2,3.8
pepaya,44,0.5,0.3,11.2,1.8,7.3
mie_instan,401,9.2,14.4,51.8,2.4,2.7
kacang_tanah,530,26.0,47.8,14.7,9.5,4.3
jeruk,49,0.8,0.1,11.1,2.4,8.3
kentang_goreng,340,3.6,15.1,37.3,4.0,0.3
udang,99,22.2,0.3,0.2,0.0,0.0
pastel,257,7.3,14.0,26.9,1.8,2.1
wortel,43,1.0,0.2,10.8,3.0,4.8
tomat,18,1.0,0.2,3.8,1.2,2.8
nasi_putih,132,2.5,0.3,30.8,0.4,0.1
capcay,88,3.7,3.2,11.5,3.2,4.7
nasi_merah,102,2.3,0.7,24.6,1.9,0.3
mentega,723,0.9,78.2,0.1,0.0,0.1
sayur_asem,59,2.5,1.6,12.5,3.2,4.1
sandwich,325,15.4,11.8,36.4,3.2,4.8
susu,110,8.1,2.2,11.4,0.0,11.4
daging_sapi,234,24.7,13.8,0.0,0.0,0.0
anggur,67,0.8,0.2,17.7,0.8,13.5
gula_pasir,386,0.0,0.0,104.9,0.0,95.0
minuman_bersoda,41,0.0,0.0,12.0,0.0,9.9
kacang_hijau,374,23.6,1.3,64.7,15.9,6.9
edamame,125,11.3,5.1,9.2,4.6,2.0
lemper,184,5.4,6.4,27.5,1.3,1.0
tomat,17,0.8,0.2,4.0,1.1,2.6
pepaya,44,0.5,0.3,12.0,1.6,7.5
yogurt,58,3.2,0.4,11.8,0.0,11.1
bakso,210,18.6,10.4,8.0,0.5,2.2
minyak_goreng,915,0.0,98.6,0.0,0.0,0.0
air_kelapa,21,0.8,0.2,3.4,1.1,2.5
strawberry,33,0.7,0.3,7.2,2.2,4.9
brokoli,55,3.5,0.6,11.8,4.1,1.8
alpukat,166,2.0,13.9,9.5,7.4,0.7
popcorn,409,12.2,4.6,71.8,14.3,1.0
apel,56,0.3,0.2,15.0,2.6,10.1
ikan_tuna,156,21.1,5.0,0.0,0.0,0.0
apel,49,0.3,0.2,14.4,2.4,10.2
martabak_telur,277,13.9,16.7,23.7,1.8,1.9
sawi,12,1.6,0.2,2.3,0.9,1.2
sate_ayam,188,26.6,8.8,3.1,0.3,2.0
nasi_goreng,320,7.2,12.8,52.8,2.0,3.2
es_krim,214,3.4,11.8,24.0,0.7,20.2
rendang,471,22.6,42.0,5.0,1.0,2.0
kacang_merah,365,23.4,0.9,56.3,15.3,2.0
edamame,130,12.1,4.5,9.5,4.9,2.0
opor_ayam,305,22.8,20.8,6.4,0.9,2.0
air_kelapa,19,0.7,0.2,4.0,1.0,2.5
teh,1,0.0,0.0,0.3,0.0,0.0
perkedel,172,5.4,9.3,18.7,1.9,1.0
semangka,30,0.6,0.2,8.2,0.4,6.4
soto_ayam,177,16.3,5.5,14.1,1.2,2.1
sate_ayam,186,28.4,7.8,2.7,0.3,1.9
pepaya,46,0.5,0.3,11.9,1.8,8.2
kepiting,87,21.0,1.4,0.0,0.0,0.0
daging_sapi,249,26.8,15.9,0.0,0.0,0.0
jus_apel,48,0.1,0.1,10.9,0.2,9.5
sawi,14,1.5,0.2,2.4,0.9,1.1
keripik,538,6.9,37.2,54.7,4.9,1.1
madu,332,0.3,0.0,74.7,0.2,75.6
teh,1,0.0,0.0,0.3,0.0,0.0
teh,1,0.0,0.0,0.3,0.0,0.0
roti_tawar,290,9.8,3.2,48.1,2.9,4.6
tempe_goreng,195,17.5,9.9,9.3,4.8,1.5
yogurt,59,3.2,0.4,10.8,0.0,11.7
strawberry,35,0.7,0.3,7.9,1.9,4.6
sawi,13,1.4,0.2,2.1,1.1,1.2
tempe_goreng,183,20.3,11.4,8.9,4.6,1.4
kroket,201,7.2,11.2,18.8,1.8,1.5
burger,274,18.4,15.1,27.1,1.6,3.7
kepiting,96,19.5,1.2,0.0,0.0,0.0
kue_kering,474,6.0,24.2,67.3,2.1,27.8
nasi_putih,131,2.8,0.3,25.9,0.4,0.1
mentega,661,1.0,82.7,0.1,0.0,0.1
air_kelapa,19,0.7,0.2,3.4,1.0,2.6
minuman_bersoda,44,0.0,0.0,11.3,0.0,10.6
pisang,85,1.1,0.3,22.3,2.4,12.2
roti_tawar,247,8.2,3.3,52.3,2.6,4.5
minyak_goreng,965,0.0,96.6,0.0,0.0,0.0
gula_pasir,381,0.0,0.0,91.4,0.0,100.3
pepaya,39,0.5,0.3,11.5,1.8,7.6
ayam_panggang,164,33.6,3.6,0.0,0.0,0.0
risoles,255,7.9,11.9,22.0,1.6,2.1
kentang_goreng,308,3.4,16.1,44.8,3.7,0.3
popcorn,361,12.9,5.2,81.6,16.4,0.9
alpukat,163,2.1,14.0,9.2,7.3,0.8
ikan_tuna,156,24.7,5.1,0.0,0.0,0.0
wortel,42,0.8,0.2,10.2,2.6,5.0
ikan_tuna,143,23.1,4.8,0.0,0.0,0.0
jeruk,49,1.0,0.1,12.7,2.3,8.2
kentang_goreng,300,3.3,14.3,38.6,3.6,0.3
roti_gandum,230,13.8,3.2,38.0,6.9,3.8
sate_ayam,203,30.0,7.5,2.9,0.3,2.1
minuman_bersoda,42,0.0,0.0,10.6,0.0,12.0
cumi-cumi,101,15.1,1.5,3.2,0.0,0.0
selai,288,0.4,0.1,73.3,1.0,44.3
bakso,210,18.1,10.2,7.5,0.5,2.1
mangga,61,0.9,0.4,14.9,1.4,14.5
soto_ayam,177,15.1,6.0,12.3,1.3,2.1
kentang,74,1.9,0.1,16.3,1.9,0.8
donat,490,5.5,25.9,54.2,1.3,28.9
jus_jeruk,44,0.6,0.2,10.9,0.2,7.8
selai,292,0.4,0.1,69.0,1.0,52.4
apel,55,0.3,0.2,15.4,2.3,10.6
opor_ayam,285,25.6,20.4,5.5,1.0,1.8
tumis_kangkung,59,3.0,2.5,6.5,2.4,1.1
pizza,274,10.2,10.1,33.2,2.3,3.9
anggur,75,0.7,0.2,19.5,0.8,13.9
tomat,19,0.8,0.2,4.1,1.1,2.5
roti_gandum,271,12.4,3.7,37.5,6.3,3.6
jus_jeruk,46,0.7,0.2,9.1,0.2,8.5
cumi-cumi,87,16.3,1.5,3.4,0.0,0.0
es_krim,196,3.4,11.6,24.0,0.7,19.1
daging_kambing,244,24.7,13.5,0.0,0.0,0.0
puding,142,3.0,2.7,26.8,0.5,21.0
mie_ayam,287,11.9,7.3,44.5,2.1,3.2
ikan_bakar,163,28.5,6.4,0.0,0.0,0.0
mangga,60,0.8,0.4,14.5,1.5,13.1
ayam_panggang,171,27.9,3.9,0.0,0.0,0.0
melon,34,0.9,0.2,8.6,0.9,7.8
pecel_lele,297,20.5,17.0,11.1,2.2,1.5
hotdog,273,9.6,17.0,20.6,1.0,4.2
kacang_tanah,608,27.2,52.2,17.1,8.4,4.2
capcay,96,3.8,2.8,11.7,3.1,4.6
lumpia,180,6.3,8.2,22.1,2.1,3.0
alpukat,161,2.1,14.0,9.5,7.4,0.6
edamame,116,12.0,4.5,9.4,4.5,1.9
kacang_tanah,590,23.6,52.8,14.6,8.4,3.9
sawi,13,1.5,0.2,2.2,1.0,1.1
sandwich,306,14.8,11.0,35.4,2.8,5.3
perkedel,166,5.4,9.2,17.1,1.8,0.9
sate_ayam,200,27.7,8.0,3.2,0.3,1.9
pepaya,41,0.5,0.3,10.3,1.7,8.5
pisang,82,1.2,0.3,24.1,2.6,12.3
kacang_hijau,371,25.8,1.2,68.2,16.4,6.6
kue_lapis,255,5.3,7.3,47.7,1.0,25.7
bakso,192,19.3,10.4,8.5,0.5,2.2
timun,15,0.7,0.1,3.5,0.5,1.6
sambal_goreng,140,6.0,9.6,9.8,1.9,3.1
nasi_merah,112,2.3,0.9,23.9,1.9,0.3
es_krim,189,3.6,11.6,22.1,0.7,22.1
strawberry,32,0.7,0.3,8.0,2.1,5.0
wortel,37,0.9,0.2,9.4,2.8,5.5
kacang_hijau,330,24.6,1.3,62.1,15.1,6.6
onde-onde,224,4.3,9.1,39.0,2.1,16.4
kentang,84,2.0,0.1,15.5,1.9,0.8
anggur,63,0.7,0.2,16.6,0.9,14.8
keju,438,22.9,36.0,1.3,0.0,0.5
minuman_bersoda,37,0.0,0.0,11.2,0.0,11.1
edamame,113,12.0,5.0,10.9,4.7,2.1
risoles,230,8.1,12.6,23.2,1.5,2.1
ayam_panggang,180,28.8,3.3,0.0,0.0,0.0
sandwich,323,16.3,10.1,38.4,3.0,5.4
capcay,93,4.4,3.1,11.9,3.3,5.3
pizza,245,10.6,9.7,35.1,2.3,3.6
kacang_hijau,318,23.8,1.2,65.5,16.4,7.5
teh,1,0.0,0.0,0.3,0.0,0.0
kue_lapis,252,5.2,7.4,49.3,1.1,27.0
teh,1,0.0,0.0,0.3,0.0,0.0
jus_jeruk,43,0.7,0.2,9.2,0.2,7.3
kangkung,18,2.7,0.3,2.8,1.9,0.5
sayur_lodeh,118,3.9,7.8,10.6,2.5,2.9
pizza,275,11.9,9.6,35.5,2.3,3.3
madu,320,0.3,0.0,75.7,0.2,77.6
sayur_lodeh,122,3.8,7.6,11.9,2.4,3.3
sandwich,282,16.4,10.0,35.0,2.9,5.3
keripik,580,6.7,33.2,48.0,4.8,1.0
kacang_merah,340,22.3,1.0,64.8,15.9,2.1
roti_tawar,255,8.6,3.3,49.5,2.7,5.0
gula_pasir,398,0.0,0.0,104.8,0.0,98.9
jus_jeruk,42,0.8,0.2,9.1,0.2,8.7
nasi_goreng,318,7.8,11.4,47.2,2.1,3.1
ikan_tuna,153,25.3,5.1,0.0,0.0,0.0
telur_rebus,155,12.9,10.5,1.2,0.0,0.6
hotdog,295,9.7,17.8,23.5,1.1,3.8
jeruk,43,1.0,0.1,12.5,2.4,8.9
pizza,268,10.3,9.5,30.3,2.1,3.4
nugget,287,12.4,17.8,18.1,1.2,1.5
sosis,297,12.1,24.8,2.0,0.0,1.5
susu,97,8.4,2.4,10.8,0.0,13.0
kangkung,18,2.4,0.3,3.0,1.9,0.5
cumi-cumi,95,15.3,1.4,3.2,0.0,0.0
pepaya,45,0.5,0.3,10.5,1.6,8.7
gado-gado,205,7.5,10.9,15.7,3.7,6.5
rendang,463,20.2,35.2,5.2,1.1,2.1
nasi_merah,105,2.2,0.8,22.7,1.9,0.3
sambal_goreng,139,6.0,10.0,9.6,2.0,2.8
edamame,122,11.5,4.9,10.5,4.7,2.1
ubi_jalar,89,1.6,0.1,19.2,3.2,4.4
martabak_manis,350,8.6,19.0,44.5,1.4,29.9
pisang,91,1.2,0.3,23.9,2.9,12.5
ayam_goreng,236,25.0,13.5,0.0,0.0,0.0
daging_sapi,235,28.0,15.4,0.0,0.0,0.0
nasi_merah,103,2.1,0.7,26.4,1.7,0.3
kangkung,18,2.7,0.3,3.0,2.0,0.5
jeruk,52,0.9,0.1,12.6,2.6,9.0
perkedel,177,4.8,8.1,15.6,1.9,1.0
anggur,75,0.7,0.2,18.3,0.8,14.7
ayam_panggang,158,31.4,3.4,0.0,0.0,0.0
ikan_salmon,196,21.2,13.1,0.0,0.0,0.0
martabak_manis,403,8.4,18.2,50.9,1.4,26.4
susu,103,7.8,2.2,12.1,0.0,11.6
sayur_asem,67,2.6,1.5,12.5,3.1,3.7
lumpia,193,6.0,8.7,22.1,1.8,3.3
soto_ayam,169,13.6,5.9,12.9,1.2,2.1
pisang,87,1.1,0.3,22.8,2.5,11.5
semangka,31,0.6,0.2,7.7,0.4,5.8
soto_ayam,161,15.7,6.4,12.3,1.1,2.0
pisang,95,1.0,0.3,21.7,2.6,12.1
pepaya,45,0.5,0.3,11.5,1.7,8.7
kroket,191,7.0,11.8,17.9,1.9,1.5
brokoli,51,3.6,0.7,12.1,3.9,1.7
sayur_lodeh,138,4.1,7.9,10.0,2.6,2.9
alpukat,175,1.8,15.0,9.2,6.6,0.8
rendang,433,21.6,37.9,5.1,1.1,2.1
tahu_goreng,153,10.9,8.2,4.8,2.1,0.8
kroket,216,7.0,11.9,19.9,1.9,1.5
yogurt,60,3.2,0.4,12.0,0.0,10.3
opor_ayam,317,24.7,22.2,5.7,1.0,1.9
udang,97,24.9,0.3,0.2,0.0,0.0
coklat,493,4.8,30.8,64.3,7.3,45.9
nugget,281,12.9,19.4,21.1,1.3,1.4
semangka,32,0.6,0.2,7.3,0.4,5.8
kentang,71,2.1,0.1,15.9,2.0,0.7
daging_kambing,236,26.4,14.0,0.0,0.0,0.0
rendang,486,20.9,35.5,4.7,1.0,2.1
pepaya,46,0.5,0.3,11.4,1.8,8.2
keju,363,24.9,34.7,1.3,0.0,0.5
edamame,133,10.5,4.9,9.6,4.7,2.2
roti_gandum,271,14.3,3.3,41.2,6.6,4.4
popcorn,403,13.7,5.4,80.5,15.4,1.0
mentega,729,0.9,78.9,0.1,0.0,0.1
martabak_telur,285,12.7,15.5,26.8,2.1,2.1
donat,485,4.6,22.9,55.3,1.5,25.5
jagung,97,3.1,1.6,19.8,2.2,5.3
ayam_goreng,224,26.7,14.1,0.0,0.0,0.0
jus_jeruk,45,0.7,0.2,10.5,0.2,8.5
capcay,83,3.9,3.3,11.1,3.2,4.8
mangga,55,0.8,0.4,14.6,1.5,12.7
opor_ayam,306,25.4,23.4,6.3,1.0,2.0
edamame,131,11.3,5.0,9.7,5.1,1.9
minyak_goreng,825,0.0,105.4,0.0,0.0,0.0
kentang_goreng,304,3.6,15.3,44.1,3.8,0.3
mie_instan,401,10.4,14.8,50.0,2.7,3.0
jus_apel,50,0.1,0.1,10.7,0.2,9.7
sayur_lodeh,120,3.9,7.8,10.9,2.3,2.7
anggur,65,0.6,0.2,17.5,0.9,15.1
pisang,92,1.0,0.3,25.3,2.7,10.9
ayam_goreng,246,26.2,15.8,0.0,0.0,0.0
batagor,174,9.5,8.8,17.9,1.2,1.9
madu,318,0.3,0.0,84.5,0.2,77.2
timun,17,0.7,0.1,3.4,0.5,1.8
kentang,81,2.2,0.1,15.6,2.1,0.8
edamame,122,11.2,5.3,9.3,5.3,1.9
apel,47,0.3,0.2,15.2,2.3,9.9
pecel_lele,286,18.9,19.8,11.2,2.2,1.6
ikan_salmon,186,21.4,11.9,0.0,0.0,0.0
pempek,235,11.0,7.7,26.9,1.1,2.8
madu,298,0.3,0.0,80.0,0.2,75.3
gula_pasir,420,0.0,0.0,96.5,0.0,101.9
pastel,267,6.8,14.0,28.4,2.0,2.2
pempek,233,10.9,7.6,27.4,1.0,2.7
wortel,44,0.9,0.2,9.9,3.0,4.6
udang,103,22.0,0.3,0.2,0.0,0.0
kacang_merah,356,22.1,1.0,58.9,13.9,2.0
